dteday,year,month,dayofweek,hour,workingday,holiday,season,weather,temperature,humidity,count
2011-05-06,0,5,4,14,1.0,0.0,2.0,1.0,16.5,58,213.0
2011-05-06,0,5,4,15,1.0,0.0,2.0,1.0,18.1,51,260.0
2011-05-06,0,5,4,12,1.0,0.0,2.0,1.0,11.5,78,246.0
2011-05-06,0,5,4,16,1.0,0.0,2.0,1.0,19.2,45,344.0
2011-05-06,0,5,4,20,1.0,0.0,2.0,1.0,20.8,37,190.0
2011-05-06,0,5,4,21,1.0,0.0,2.0,1.0,20.5,39,152.0
2011-05-06,0,5,4,22,1.0,0.0,2.0,1.0,19.9,44,151.0
2011-05-06,0,5,4,23,1.0,0.0,2.0,1.0,17.4,57,120.0
2012-08-09,1,8,3,19,1.0,0.0,3.0,1.0,34.5,41,623.0
2012-08-10,1,8,4,21,1.0,0.0,3.0,1.0,29.2,57,286.0
2012-08-09,1,8,3,6,1.0,0.0,3.0,1.0,24.2,94,167.0
2011-05-06,0,5,4,17,1.0,0.0,2.0,1.0,20.0,42,553.0
2012-03-28,1,3,2,3,1.0,0.0,2.0,1.0,6.3,60,5.0
2012-03-28,1,3,2,2,1.0,0.0,2.0,1.0,7.0,55,3.0
2012-03-28,1,3,2,1,1.0,0.0,2.0,1.0,8.0,49,8.0
2011-05-05,0,5,3,19,1.0,0.0,2.0,1.0,18.1,30,361.0
2011-05-05,0,5,3,20,1.0,0.0,2.0,1.0,18.7,29,258.0
2011-05-19,0,5,3,20,1.0,0.0,2.0,1.0,19.8,74,282.0
2011-05-19,0,5,3,21,1.0,0.0,2.0,1.0,19.3,78,209.0
2011-05-19,0,5,3,23,1.0,0.0,2.0,1.0,18.5,81,72.0
2011-05-20,0,5,4,0,1.0,0.0,2.0,1.0,17.9,84,48.0
2011-05-20,0,5,4,1,1.0,0.0,2.0,1.0,17.0,86,25.0
2011-05-05,0,5,3,18,1.0,0.0,2.0,1.0,17.5,31,520.0
2011-05-10,0,5,1,2,1.0,0.0,2.0,1.0,15.0,59,5.0
2012-03-28,1,3,2,18,1.0,0.0,2.0,1.0,22.6,45,641.0
2011-05-06,0,5,4,9,1.0,0.0,2.0,1.0,10.4,66,188.0
2011-05-06,0,5,4,7,1.0,0.0,2.0,1.0,8.2,76,222.0
2011-05-25,0,5,2,4,1.0,0.0,2.0,1.0,21.3,89,3.0
2011-05-10,0,5,1,3,1.0,0.0,2.0,1.0,13.6,65,4.0
2011-05-10,0,5,1,4,1.0,0.0,2.0,1.0,12.6,68,2.0
2011-05-10,0,5,1,5,1.0,0.0,2.0,1.0,12.0,68,29.0
2011-05-10,0,5,1,18,1.0,0.0,2.0,1.0,21.9,37,550.0
2011-05-10,0,5,1,6,1.0,0.0,2.0,1.0,11.6,67,112.0
2011-05-10,0,5,1,16,1.0,0.0,2.0,1.0,19.7,42,327.0
2011-05-24,0,5,1,19,1.0,0.0,2.0,1.0,30.3,47,355.0
2011-05-06,0,5,4,4,1.0,0.0,2.0,1.0,10.2,66,1.0
2011-05-06,0,5,4,6,1.0,0.0,2.0,1.0,8.5,73,82.0
2011-05-09,0,5,0,23,1.0,0.0,2.0,1.0,20.1,45,61.0
2011-05-24,0,5,1,4,1.0,0.0,2.0,1.0,21.6,87,4.0
2011-05-10,0,5,1,1,1.0,0.0,2.0,1.0,16.4,54,15.0
2012-08-08,1,8,2,21,1.0,0.0,3.0,1.0,30.9,49,381.0
2011-05-24,0,5,1,10,1.0,0.0,2.0,1.0,19.7,90,108.0
2011-05-24,0,5,1,11,1.0,0.0,2.0,1.0,20.0,89,175.0
2011-05-24,0,5,1,12,1.0,0.0,2.0,1.0,21.0,85,170.0
2011-05-24,0,5,1,13,1.0,0.0,2.0,1.0,22.9,77,190.0
2011-05-24,0,5,1,14,1.0,0.0,2.0,1.0,23.8,73,153.0
2011-05-24,0,5,1,16,1.0,0.0,2.0,1.0,28.3,59,277.0
2011-05-24,0,5,1,17,1.0,0.0,2.0,1.0,29.2,55,548.0
2011-05-06,0,5,4,5,1.0,0.0,2.0,1.0,9.3,69,16.0
2012-08-08,1,8,2,20,1.0,0.0,3.0,1.0,31.2,48,500.0
2011-05-06,0,5,4,8,1.0,0.0,2.0,1.0,8.5,74,450.0
2011-07-22,0,7,4,4,1.0,0.0,3.0,1.0,30.1,68,13.0
2012-10-23,1,10,1,20,1.0,0.0,4.0,1.0,25.2,47,379.0
2012-10-23,1,10,1,19,1.0,0.0,4.0,1.0,25.3,47,482.0
2011-01-07,0,1,4,8,1.0,0.0,1.0,1.0,-1.0,72,210.0
2011-01-07,0,1,4,7,1.0,0.0,1.0,1.0,-1.1,73,84.0
2011-01-05,0,1,2,21,1.0,0.0,1.0,1.0,3.4,43,43.0
2011-01-20,0,1,3,19,1.0,0.0,1.0,1.0,5.5,52,152.0
2011-02-03,0,2,3,23,1.0,0.0,1.0,1.0,-0.7,51,38.0
2011-02-03,0,2,3,22,1.0,0.0,1.0,1.0,0.8,42,41.0
2011-02-03,0,2,3,21,1.0,0.0,1.0,1.0,1.9,38,54.0
2011-02-03,0,2,3,20,1.0,0.0,1.0,1.0,2.1,39,109.0
2011-02-03,0,2,3,19,1.0,0.0,1.0,1.0,2.0,41,96.0
2011-02-03,0,2,3,18,1.0,0.0,1.0,1.0,0.9,41,147.0
2011-01-07,0,1,4,9,1.0,0.0,1.0,1.0,-0.9,71,134.0
2011-02-03,0,2,3,17,1.0,0.0,1.0,1.0,-0.1,40,175.0
2011-02-03,0,2,3,15,1.0,0.0,1.0,1.0,-2.7,48,60.0
2011-02-10,0,2,3,9,1.0,0.0,1.0,1.0,-2.3,53,122.0
2012-07-26,1,7,3,1,1.0,0.0,3.0,1.0,25.6,50,29.0
2012-07-23,1,7,0,0,1.0,0.0,3.0,1.0,25.5,76,47.0
2012-07-25,1,7,2,0,1.0,0.0,3.0,1.0,28.8,66,66.0
2012-07-25,1,7,2,1,1.0,0.0,3.0,1.0,27.9,67,28.0
2012-07-25,1,7,2,2,1.0,0.0,3.0,1.0,27.1,68,12.0
2012-07-25,1,7,2,3,1.0,0.0,3.0,1.0,26.5,70,12.0
2012-07-25,1,7,2,5,1.0,0.0,3.0,1.0,25.5,67,59.0
2012-07-25,1,7,2,16,1.0,0.0,3.0,1.0,27.5,39,484.0
2011-02-03,0,2,3,16,1.0,0.0,1.0,1.0,-1.4,44,78.0
2011-01-07,0,1,4,10,1.0,0.0,1.0,1.0,-1.0,70,63.0
2011-02-03,0,2,3,14,1.0,0.0,1.0,1.0,-3.8,52,47.0
2011-02-03,0,2,3,12,1.0,0.0,1.0,1.0,-4.1,55,69.0
2011-01-10,0,1,0,17,1.0,0.0,1.0,1.0,-1.7,44,178.0
2012-07-23,1,7,0,1,1.0,0.0,3.0,1.0,24.4,81,27.0
2011-01-19,0,1,2,13,1.0,0.0,1.0,1.0,-1.0,98,78.0
2011-01-13,0,1,3,2,1.0,0.0,1.0,1.0,-3.2,55,2.0
2011-01-14,0,1,4,12,1.0,0.0,1.0,1.0,-5.0,62,61.0
2011-01-13,0,1,3,5,1.0,0.0,1.0,1.0,-4.2,59,3.0
2011-01-13,0,1,3,4,1.0,0.0,1.0,1.0,-3.9,58,4.0
2011-01-13,0,1,3,3,1.0,0.0,1.0,1.0,-3.6,57,3.0
2011-01-04,0,1,1,23,1.0,0.0,1.0,1.0,1.4,58,11.0
2012-07-26,1,7,3,0,1.0,0.0,3.0,1.0,27.5,49,92.0
2011-01-04,0,1,1,22,1.0,0.0,1.0,1.0,2.6,54,35.0
2011-02-03,0,2,3,10,1.0,0.0,1.0,1.0,-3.1,54,52.0
2011-02-03,0,2,3,9,1.0,0.0,1.0,1.0,-2.6,54,133.0
2011-02-03,0,2,3,8,1.0,0.0,1.0,1.0,-2.2,54,188.0
2011-01-06,0,1,3,12,1.0,0.0,1.0,1.0,-3.2,57,84.0
2011-01-06,0,1,3,10,1.0,0.0,1.0,1.0,-3.6,61,45.0
2011-02-03,0,2,3,11,1.0,0.0,1.0,1.0,-3.6,54,64.0
2011-01-06,0,1,3,8,1.0,0.0,1.0,1.0,-4.0,67,219.0
2011-01-06,0,1,3,2,1.0,0.0,1.0,1.0,-2.0,66,2.0
2011-01-06,0,1,3,1,1.0,0.0,1.0,1.0,-2.2,68,4.0
2011-01-06,0,1,3,0,1.0,0.0,1.0,1.0,-1.8,67,11.0
2011-01-05,0,1,2,23,1.0,0.0,1.0,1.0,-0.4,61,19.0
2011-01-06,0,1,3,11,1.0,0.0,1.0,1.0,-3.4,59,59.0
2012-07-25,1,7,2,6,1.0,0.0,3.0,1.0,25.0,64,190.0
2011-01-12,0,1,2,2,1.0,0.0,1.0,1.0,-2.3,90,1.0
2012-07-25,1,7,2,7,1.0,0.0,3.0,1.0,24.4,63,507.0
2012-07-24,1,7,1,23,1.0,0.0,3.0,1.0,29.8,63,192.0
2012-07-10,1,7,1,17,1.0,0.0,3.0,1.0,29.1,50,872.0
2012-07-11,1,7,2,1,1.0,0.0,3.0,1.0,26.2,64,14.0
2012-07-11,1,7,2,2,1.0,0.0,3.0,1.0,25.3,70,5.0
2012-07-11,1,7,2,4,1.0,0.0,3.0,1.0,23.6,82,7.0
2012-07-10,1,7,1,15,1.0,0.0,3.0,1.0,28.5,55,265.0
2011-12-30,0,12,4,15,1.0,0.0,1.0,1.0,5.6,76,292.0
2012-07-11,1,7,2,5,1.0,0.0,3.0,1.0,23.1,87,41.0
2012-07-11,1,7,2,6,1.0,0.0,3.0,1.0,22.9,87,185.0
2012-07-12,1,7,3,13,1.0,0.0,3.0,1.0,24.6,72,277.0
2012-07-25,1,7,2,18,1.0,0.0,3.0,1.0,29.4,35,891.0
2012-07-11,1,7,2,14,1.0,0.0,3.0,1.0,26.8,64,241.0
2012-07-25,1,7,2,8,1.0,0.0,3.0,1.0,23.6,65,788.0
2012-07-24,1,7,1,4,1.0,0.0,3.0,1.0,25.4,73,6.0
2012-07-24,1,7,1,5,1.0,0.0,3.0,1.0,25.0,75,50.0
2012-07-24,1,7,1,6,1.0,0.0,3.0,1.0,24.6,76,190.0
2012-07-24,1,7,1,7,1.0,0.0,3.0,1.0,24.4,77,516.0
2012-07-24,1,7,1,8,1.0,0.0,3.0,1.0,24.2,80,743.0
2012-07-24,1,7,1,9,1.0,0.0,3.0,1.0,23.9,82,339.0
2012-07-24,1,7,1,10,1.0,0.0,3.0,1.0,23.7,84,218.0
2012-07-24,1,7,1,3,1.0,0.0,3.0,1.0,25.9,71,6.0
2012-07-23,1,7,0,15,1.0,0.0,3.0,1.0,29.0,66,281.0
2012-07-24,1,7,1,15,1.0,0.0,3.0,1.0,32.0,59,285.0
2012-07-25,1,7,2,9,1.0,0.0,3.0,1.0,22.8,65,342.0
2012-07-10,1,7,1,16,1.0,0.0,3.0,1.0,29.0,50,435.0
2011-12-30,0,12,4,18,1.0,0.0,1.0,1.0,10.7,60,182.0
2012-07-12,1,7,3,14,1.0,0.0,3.0,1.0,26.3,60,209.0
2011-12-23,0,12,4,6,1.0,0.0,1.0,1.0,15.6,97,40.0
2011-12-23,0,12,4,5,1.0,0.0,1.0,1.0,13.9,99,8.0
2012-07-12,1,7,3,15,1.0,0.0,3.0,1.0,27.8,49,271.0
2012-07-24,1,7,1,22,1.0,0.0,3.0,1.0,30.6,61,269.0
2012-07-24,1,7,1,20,1.0,0.0,3.0,1.0,31.0,61,523.0
2012-07-26,1,7,3,10,1.0,0.0,3.0,1.0,22.6,83,222.0
2012-07-26,1,7,3,11,1.0,0.0,3.0,1.0,23.1,84,212.0
2012-07-26,1,7,3,12,1.0,0.0,3.0,1.0,24.9,79,279.0
2012-07-26,1,7,3,13,1.0,0.0,3.0,1.0,27.2,72,242.0
2012-07-26,1,7,3,14,1.0,0.0,3.0,1.0,29.5,66,213.0
2012-07-26,1,7,3,15,1.0,0.0,3.0,1.0,31.9,59,238.0
2012-07-24,1,7,1,21,1.0,0.0,3.0,1.0,30.7,61,378.0
2012-07-26,1,7,3,17,1.0,0.0,3.0,1.0,35.7,47,738.0
2012-03-05,1,3,0,23,1.0,0.0,1.0,1.0,4.8,40,31.0
2012-03-06,1,3,1,1,1.0,0.0,1.0,1.0,2.7,40,6.0
2012-07-25,1,7,2,19,1.0,0.0,3.0,1.0,29.6,33,698.0
2012-07-25,1,7,2,17,1.0,0.0,3.0,1.0,28.5,36,913.0
2012-07-24,1,7,1,17,1.0,0.0,3.0,1.0,34.0,49,869.0
2012-07-25,1,7,2,4,1.0,0.0,3.0,1.0,26.0,69,4.0
2012-07-24,1,7,1,18,1.0,0.0,3.0,1.0,34.5,47,877.0
2012-07-24,1,7,1,19,1.0,0.0,3.0,1.0,30.9,61,632.0
2012-07-26,1,7,3,16,1.0,0.0,3.0,1.0,34.0,52,374.0
2011-12-30,0,12,4,17,1.0,0.0,1.0,1.0,9.5,63,242.0
2012-07-12,1,7,3,16,1.0,0.0,3.0,1.0,29.0,43,439.0
2012-07-26,1,7,3,3,1.0,0.0,3.0,1.0,23.8,62,8.0
2011-01-12,0,1,2,5,1.0,0.0,1.0,1.0,-2.7,91,5.0
2011-01-11,0,1,1,0,1.0,0.0,1.0,1.0,-3.3,52,12.0
2012-01-04,1,1,2,3,1.0,0.0,1.0,1.0,-4.6,31,1.0
2012-01-03,1,1,1,0,1.0,0.0,1.0,1.0,1.7,41,13.0
2012-01-05,1,1,3,11,1.0,0.0,1.0,1.0,-2.2,63,84.0
2012-01-05,1,1,3,13,1.0,0.0,1.0,1.0,-1.8,62,118.0
2012-01-09,1,1,0,4,1.0,0.0,1.0,1.0,0.1,78,4.0
2012-01-09,1,1,0,3,1.0,0.0,1.0,1.0,0.7,78,3.0
2012-01-05,1,1,3,2,1.0,0.0,1.0,1.0,-0.9,51,4.0
2012-01-05,1,1,3,1,1.0,0.0,1.0,1.0,-1.4,52,5.0
2012-01-03,1,1,1,1,1.0,0.0,1.0,1.0,1.0,43,6.0
2012-01-03,1,1,1,2,1.0,0.0,1.0,1.0,0.3,45,3.0
2012-01-04,1,1,2,4,1.0,0.0,1.0,1.0,-5.0,31,2.0
2012-01-03,1,1,1,3,1.0,0.0,1.0,1.0,-0.3,49,2.0
2012-01-13,1,1,4,2,1.0,0.0,1.0,1.0,10.4,87,14.0
2012-07-09,1,7,0,19,1.0,0.0,3.0,1.0,27.5,62,631.0
2012-01-13,1,1,4,7,1.0,0.0,1.0,1.0,10.3,75,177.0
2012-01-05,1,1,3,22,1.0,0.0,1.0,1.0,4.5,60,71.0
2012-01-04,1,1,2,10,1.0,0.0,1.0,1.0,-8.1,40,64.0
2012-01-04,1,1,2,8,1.0,0.0,1.0,1.0,-7.5,35,315.0
2012-01-03,1,1,1,12,1.0,0.0,1.0,1.0,-1.9,52,74.0
2012-01-03,1,1,1,11,1.0,0.0,1.0,1.0,-1.8,53,75.0
2012-01-03,1,1,1,10,1.0,0.0,1.0,1.0,-1.8,53,60.0
2012-01-03,1,1,1,9,1.0,0.0,1.0,1.0,-1.7,53,153.0
2012-07-17,1,7,1,0,1.0,0.0,3.0,1.0,30.6,65,53.0
2012-01-04,1,1,2,5,1.0,0.0,1.0,1.0,-5.4,30,14.0
2012-01-04,1,1,2,6,1.0,0.0,1.0,1.0,-5.8,30,59.0
2012-01-04,1,1,2,7,1.0,0.0,1.0,1.0,-7.1,34,152.0
2012-01-13,1,1,4,21,1.0,0.0,1.0,1.0,3.7,34,102.0
2012-01-13,1,1,4,20,1.0,0.0,1.0,1.0,4.0,33,136.0
2012-01-13,1,1,4,19,1.0,0.0,1.0,1.0,4.1,32,206.0
2012-01-13,1,1,4,18,1.0,0.0,1.0,1.0,4.2,31,301.0
2012-01-13,1,1,4,17,1.0,0.0,1.0,1.0,3.1,32,332.0
2012-01-13,1,1,4,16,1.0,0.0,1.0,1.0,2.1,35,233.0
2012-01-13,1,1,4,15,1.0,0.0,1.0,1.0,1.6,37,138.0
2012-01-13,1,1,4,14,1.0,0.0,1.0,1.0,1.2,41,129.0
2012-01-13,1,1,4,13,1.0,0.0,1.0,1.0,1.0,48,154.0
2012-01-13,1,1,4,12,1.0,0.0,1.0,1.0,1.8,56,154.0
2012-01-13,1,1,4,11,1.0,0.0,1.0,1.0,2.7,72,114.0
2012-01-13,1,1,4,10,1.0,0.0,1.0,1.0,3.0,82,103.0
2012-01-13,1,1,4,9,1.0,0.0,1.0,1.0,5.0,90,214.0
2012-01-13,1,1,4,8,1.0,0.0,1.0,1.0,9.1,86,419.0
2012-01-13,1,1,4,22,1.0,0.0,1.0,1.0,2.9,35,65.0
2012-07-16,1,7,0,21,1.0,0.0,3.0,1.0,31.3,59,328.0
2011-12-22,0,12,3,7,1.0,0.0,1.0,1.0,11.9,95,186.0
2012-07-16,1,7,0,22,1.0,0.0,3.0,1.0,32.0,56,284.0
2012-01-12,1,1,3,10,1.0,0.0,1.0,1.0,9.6,99,90.0
2012-01-03,1,1,1,13,1.0,0.0,1.0,1.0,-1.8,53,73.0
2012-01-04,1,1,2,9,1.0,0.0,1.0,1.0,-7.8,37,180.0
2012-01-03,1,1,1,14,1.0,0.0,1.0,1.0,-1.0,48,79.0
2012-01-03,1,1,1,16,1.0,0.0,1.0,1.0,0.2,45,136.0
2012-01-03,1,1,1,8,1.0,0.0,1.0,1.0,-1.6,54,354.0
2011-01-12,0,1,2,6,1.0,0.0,1.0,1.0,-3.1,90,16.0
2012-01-03,1,1,1,7,1.0,0.0,1.0,1.0,-1.4,54,170.0
2012-01-03,1,1,1,5,1.0,0.0,1.0,1.0,-1.2,54,12.0
2011-01-03,0,1,0,4,1.0,0.0,1.0,1.0,0.9,36,1.0
2011-01-03,0,1,0,1,1.0,0.0,1.0,1.0,4.2,40,2.0
2011-01-03,0,1,0,0,1.0,0.0,1.0,1.0,5.3,56,5.0
2012-07-25,1,7,2,23,1.0,0.0,3.0,1.0,29.3,39,239.0
2012-07-25,1,7,2,21,1.0,0.0,3.0,1.0,30.4,33,397.0
2011-02-03,0,2,3,3,1.0,0.0,1.0,1.0,-0.4,47,1.0
2011-02-03,0,2,3,2,1.0,0.0,1.0,1.0,0.5,46,2.0
2011-02-03,0,2,3,1,1.0,0.0,1.0,1.0,1.7,46,5.0
2011-02-03,0,2,3,13,1.0,0.0,1.0,1.0,-4.4,55,51.0
2011-02-03,0,2,3,0,1.0,0.0,1.0,1.0,3.0,48,12.0
2011-01-03,0,1,0,5,1.0,0.0,1.0,1.0,0.1,36,3.0
2012-07-24,1,7,1,16,1.0,0.0,3.0,1.0,33.6,52,455.0
2012-07-26,1,7,3,6,1.0,0.0,3.0,1.0,22.9,76,181.0
2011-01-05,0,1,2,1,1.0,0.0,1.0,1.0,0.0,63,6.0
2011-01-11,0,1,1,1,1.0,0.0,1.0,1.0,-4.2,55,3.0
2011-01-10,0,1,0,23,1.0,0.0,1.0,1.0,-2.3,50,18.0
2011-01-10,0,1,0,22,1.0,0.0,1.0,1.0,-1.0,46,24.0
2011-01-10,0,1,0,21,1.0,0.0,1.0,1.0,0.5,40,38.0
2011-01-10,0,1,0,20,1.0,0.0,1.0,1.0,1.1,37,74.0
2011-01-10,0,1,0,19,1.0,0.0,1.0,1.0,0.8,38,95.0
2011-01-10,0,1,0,18,1.0,0.0,1.0,1.0,-0.5,41,155.0
2011-01-05,0,1,2,0,1.0,0.0,1.0,1.0,0.7,60,6.0
2012-07-18,1,7,2,6,1.0,0.0,3.0,1.0,27.3,64,162.0
2011-01-03,0,1,0,6,1.0,0.0,1.0,1.0,-0.5,36,30.0
2011-01-03,0,1,0,7,1.0,0.0,1.0,1.0,-0.6,40,64.0
2011-01-03,0,1,0,8,1.0,0.0,1.0,1.0,-1.0,38,154.0
2012-01-03,1,1,1,4,1.0,0.0,1.0,1.0,-0.8,52,5.0
2012-07-16,1,7,0,23,1.0,0.0,3.0,1.0,31.8,57,166.0
2011-01-31,0,1,0,19,1.0,0.0,1.0,1.0,-1.2,61,111.0
2011-02-02,0,2,2,22,1.0,0.0,1.0,1.0,7.2,63,40.0
2012-07-23,1,7,0,8,1.0,0.0,3.0,1.0,21.7,98,738.0
2012-07-26,1,7,3,4,1.0,0.0,3.0,1.0,23.3,67,4.0
2011-01-07,0,1,4,21,1.0,0.0,1.0,1.0,2.1,35,39.0
2011-01-07,0,1,4,20,1.0,0.0,1.0,1.0,2.9,32,51.0
2011-01-07,0,1,4,19,1.0,0.0,1.0,1.0,2.9,32,95.0
2011-01-07,0,1,4,18,1.0,0.0,1.0,1.0,3.2,31,123.0
2011-02-03,0,2,3,7,1.0,0.0,1.0,1.0,-1.7,52,87.0
2011-02-03,0,2,3,6,1.0,0.0,1.0,1.0,-2.0,51,39.0
2011-02-03,0,2,3,5,1.0,0.0,1.0,1.0,-1.6,50,2.0
2011-02-02,0,2,2,21,1.0,0.0,1.0,1.0,9.3,78,63.0
2011-02-02,0,2,2,23,1.0,0.0,1.0,1.0,4.8,53,32.0
2011-02-04,0,2,4,7,1.0,0.0,1.0,1.0,-1.2,48,87.0
2011-02-04,0,2,4,11,1.0,0.0,1.0,1.0,-1.2,47,64.0
2011-02-04,0,2,4,8,1.0,0.0,1.0,1.0,-1.0,47,220.0
2011-03-08,0,3,1,7,1.0,0.0,1.0,1.0,-0.1,71,128.0
2011-01-06,0,1,3,13,1.0,0.0,1.0,1.0,-2.5,55,67.0
2011-01-06,0,1,3,15,1.0,0.0,1.0,1.0,0.8,41,62.0
2012-07-25,1,7,2,20,1.0,0.0,3.0,1.0,30.2,32,567.0
2012-07-25,1,7,2,22,1.0,0.0,3.0,1.0,30.2,34,278.0
2012-01-03,1,1,1,6,1.0,0.0,1.0,1.0,-1.5,56,85.0
2012-07-26,1,7,3,5,1.0,0.0,3.0,1.0,23.1,72,42.0
2012-07-17,1,7,1,23,1.0,0.0,3.0,1.0,34.6,38,161.0
2012-07-19,1,7,3,15,1.0,0.0,3.0,1.0,30.0,67,292.0
2012-12-18,1,12,1,5,1.0,0.0,4.0,1.0,12.2,97,36.0
2012-12-18,1,12,1,21,1.0,0.0,4.0,1.0,11.0,54,168.0
2012-06-26,1,6,1,7,1.0,0.0,3.0,1.0,18.1,48,552.0
2012-12-18,1,12,1,23,1.0,0.0,4.0,1.0,8.5,58,81.0
2012-12-13,1,12,3,17,1.0,0.0,4.0,1.0,7.6,48,550.0
2012-12-13,1,12,3,21,1.0,0.0,4.0,1.0,7.4,45,213.0
2012-12-13,1,12,3,20,1.0,0.0,4.0,1.0,8.1,43,241.0
2012-12-13,1,12,3,19,1.0,0.0,4.0,1.0,8.3,44,348.0
2012-12-13,1,12,3,18,1.0,0.0,4.0,1.0,8.1,46,466.0
2012-06-25,1,6,0,15,1.0,0.0,3.0,1.0,29.0,43,233.0
2012-12-18,1,12,1,6,1.0,0.0,4.0,1.0,12.2,97,118.0
2012-06-25,1,6,0,16,1.0,0.0,3.0,1.0,28.7,42,414.0
2012-06-25,1,6,0,18,1.0,0.0,3.0,1.0,29.0,44,791.0
2012-10-04,1,10,3,14,1.0,0.0,4.0,1.0,22.2,89,267.0
2012-10-04,1,10,3,8,1.0,0.0,4.0,1.0,21.7,97,738.0
2012-10-04,1,10,3,2,1.0,0.0,4.0,1.0,22.5,90,13.0
2012-12-19,1,12,2,13,1.0,0.0,4.0,1.0,3.0,88,213.0
2012-12-19,1,12,2,12,1.0,0.0,4.0,1.0,4.0,81,236.0
2012-12-19,1,12,2,11,1.0,0.0,4.0,1.0,4.0,80,200.0
2012-12-14,1,12,4,8,1.0,0.0,4.0,1.0,0.3,86,636.0
2012-12-14,1,12,4,9,1.0,0.0,4.0,1.0,-1.2,90,343.0
2012-06-26,1,6,1,10,1.0,0.0,3.0,1.0,16.4,54,190.0
2012-06-25,1,6,0,17,1.0,0.0,3.0,1.0,27.2,51,833.0
2012-12-14,1,12,4,7,1.0,0.0,4.0,1.0,1.8,80,308.0
2012-12-13,1,12,3,16,1.0,0.0,4.0,1.0,6.7,50,406.0
2012-06-26,1,6,1,9,1.0,0.0,3.0,1.0,16.8,51,328.0
2012-06-22,1,6,4,14,1.0,0.0,3.0,1.0,31.8,50,263.0
2012-06-22,1,6,4,15,1.0,0.0,3.0,1.0,33.5,43,284.0
2012-06-22,1,6,4,16,1.0,0.0,3.0,1.0,34.9,39,380.0
2012-06-22,1,6,4,22,1.0,0.0,3.0,1.0,30.7,49,197.0
2011-12-19,0,12,0,13,1.0,0.0,4.0,1.0,-2.0,90,142.0
2012-12-19,1,12,2,20,1.0,0.0,4.0,1.0,11.4,53,241.0
2012-12-19,1,12,2,19,1.0,0.0,4.0,1.0,11.5,53,336.0
2012-12-19,1,12,2,18,1.0,0.0,4.0,1.0,11.5,53,569.0
2012-12-20,1,12,3,0,1.0,0.0,4.0,1.0,8.5,60,42.0
2012-12-18,1,12,1,17,1.0,0.0,4.0,1.0,13.3,64,572.0
2012-12-18,1,12,1,18,1.0,0.0,4.0,1.0,13.6,55,525.0
2012-06-25,1,6,0,19,1.0,0.0,3.0,1.0,28.7,38,582.0
2012-06-25,1,6,0,20,1.0,0.0,3.0,1.0,29.7,32,475.0
2012-06-25,1,6,0,21,1.0,0.0,3.0,1.0,29.5,29,331.0
2012-06-25,1,6,0,22,1.0,0.0,3.0,1.0,28.5,28,187.0
2012-06-25,1,6,0,23,1.0,0.0,3.0,1.0,27.2,28,103.0
2012-06-26,1,6,1,1,1.0,0.0,3.0,1.0,24.4,31,30.0
2012-06-26,1,6,1,2,1.0,0.0,3.0,1.0,23.2,34,9.0
2012-06-26,1,6,1,3,1.0,0.0,3.0,1.0,22.1,37,9.0
2012-06-26,1,6,1,4,1.0,0.0,3.0,1.0,21.1,40,10.0
2012-11-20,1,11,1,7,1.0,0.0,4.0,1.0,6.2,84,418.0
2012-06-26,1,6,1,6,1.0,0.0,3.0,1.0,19.2,45,188.0
2012-06-26,1,6,1,8,1.0,0.0,3.0,1.0,17.4,49,656.0
2012-12-14,1,12,4,23,1.0,0.0,4.0,1.0,5.2,73,134.0
2012-06-22,1,6,4,13,1.0,0.0,3.0,1.0,29.6,60,300.0
2012-12-14,1,12,4,22,1.0,0.0,4.0,1.0,6.6,66,138.0
2012-12-14,1,12,4,20,1.0,0.0,4.0,1.0,9.8,52,221.0
2012-12-19,1,12,2,0,1.0,0.0,4.0,1.0,7.7,60,41.0
2012-12-19,1,12,2,6,1.0,0.0,4.0,1.0,4.5,69,112.0
2012-12-18,1,12,1,4,1.0,0.0,4.0,1.0,11.9,98,8.0
2012-12-18,1,12,1,3,1.0,0.0,4.0,1.0,11.6,99,5.0
2012-12-18,1,12,1,19,1.0,0.0,4.0,1.0,12.5,61,353.0
2011-12-15,0,12,3,7,1.0,0.0,4.0,1.0,5.5,77,258.0
2011-12-16,0,12,4,9,1.0,0.0,4.0,1.0,12.1,74,243.0
2011-12-16,0,12,4,8,1.0,0.0,4.0,1.0,12.7,92,459.0
2012-07-18,1,7,2,20,1.0,0.0,3.0,1.0,33.6,50,366.0
2011-12-05,0,12,0,7,1.0,0.0,4.0,1.0,5.9,96,283.0
2012-12-19,1,12,2,1,1.0,0.0,4.0,1.0,7.1,60,15.0
2012-07-18,1,7,2,21,1.0,0.0,3.0,1.0,33.7,50,319.0
2011-03-11,0,3,4,13,1.0,0.0,1.0,1.0,5.5,73,107.0
2011-12-15,0,12,3,6,1.0,0.0,4.0,1.0,5.2,75,92.0
2011-12-16,0,12,4,5,1.0,0.0,4.0,1.0,13.3,83,26.0
2012-07-18,1,7,2,12,1.0,0.0,3.0,1.0,27.9,65,202.0
2012-07-18,1,7,2,13,1.0,0.0,3.0,1.0,30.2,60,203.0
2012-07-18,1,7,2,14,1.0,0.0,3.0,1.0,32.2,57,170.0
2012-07-18,1,7,2,16,1.0,0.0,3.0,1.0,35.0,46,224.0
