dteday,month,dayofweek,hour,holiday,season,weather,temperature,humidity,count
2011-02-26,2,6,15,0,1,1,3.8,54,165
2011-02-26,2,6,16,0,1,1,5.1,49,171
2011-02-26,2,6,17,0,1,1,6.5,45,183
2011-02-26,2,6,18,0,1,1,7.6,43,137
2011-02-26,2,6,19,0,1,1,8.8,42,94
2011-02-26,2,6,20,0,1,1,9.1,42,68
2011-02-26,2,6,21,0,1,1,9.1,43,68
2011-02-26,2,6,22,0,1,1,8.4,45,46
2011-02-26,2,6,23,0,1,1,6.3,54,34
2011-02-27,2,7,0,0,1,1,4.7,63,34
2011-02-27,2,7,1,0,1,1,3.7,73,37
2011-02-27,2,7,2,0,1,1,3.2,81,22
2011-02-27,2,7,3,0,1,1,2.9,86,11
2011-02-27,2,7,4,0,1,1,2.8,89,2
2011-02-27,2,7,5,0,1,1,2.8,91,2
2011-02-27,2,7,6,0,1,1,3.0,90,3
2011-02-27,2,7,7,0,1,1,2.8,89,14
2011-02-27,2,7,8,0,1,1,3.4,85,35
2011-02-27,2,7,9,0,1,1,2.8,85,59
2011-02-27,2,7,10,0,1,1,2.4,86,103
2011-02-27,2,7,11,0,1,1,3.1,83,125
2011-02-27,2,7,12,0,1,1,3.6,82,193
2011-02-27,2,7,13,0,1,1,4.9,78,259
2011-02-27,2,7,14,0,1,1,7.0,69,282
2011-02-27,2,7,15,0,1,1,8.6,63,261
2011-02-27,2,7,16,0,1,1,10.3,58,268
2011-02-27,2,7,17,0,1,1,12.4,55,187
2011-02-27,2,7,18,0,1,1,14.1,52,127
2011-02-27,2,7,19,0,1,1,15.3,49,102
2011-02-27,2,7,20,0,1,1,15.5,49,81
2011-02-27,2,7,21,0,1,1,15.0,50,69
2011-02-27,2,7,22,0,1,1,13.5,55,69
2011-02-27,2,7,23,0,1,1,11.0,61,59
2011-02-28,2,1,0,0,1,1,9.5,64,30
2011-02-28,2,1,1,0,1,1,8.5,66,8
2011-02-28,2,1,2,0,1,1,7.9,70,8
2011-02-28,2,1,3,0,1,1,7.6,75,1
2011-02-28,2,1,4,0,1,1,7.6,77,1
2011-02-28,2,1,5,0,1,2,7.2,83,5
2011-02-28,2,1,6,0,1,2,7.2,87,28
2011-02-28,2,1,7,0,1,2,6.6,93,92
2011-02-28,2,1,8,0,1,2,7.1,95,255
2011-02-28,2,1,9,0,1,1,7.6,96,142
2011-02-28,2,1,10,0,1,1,8.6,96,92
2011-02-28,2,1,11,0,1,1,10.0,94,87
2011-02-28,2,1,12,0,1,2,11.7,91,36
2011-02-28,2,1,13,0,1,1,13.2,89,32
2011-02-28,2,1,14,0,1,3,14.7,86,25
2011-02-28,2,1,15,0,1,2,17.5,79,35
2011-02-28,2,1,16,0,1,1,19.1,72,42
2011-02-28,2,1,17,0,1,1,20.5,67,79
2011-02-28,2,1,18,0,1,1,20.1,70,131
2011-02-28,2,1,19,0,1,3,18.0,86,80
2011-02-28,2,1,20,0,1,3,17.1,91,45
2011-02-28,2,1,21,0,1,3,16.6,92,80
2011-02-28,2,1,22,0,1,2,16.3,93,76
2011-02-28,2,1,23,0,1,2,15.5,93,45
2011-03-01,3,2,0,0,1,2,12.3,92,7
2011-03-01,3,2,1,0,1,2,9.3,92,3
2011-03-01,3,2,2,0,1,2,7.5,92,4
2011-03-01,3,2,3,0,1,2,6.3,88,2
2011-03-01,3,2,4,0,1,1,5.4,82,1
2011-03-01,3,2,5,0,1,1,4.7,72,2
2011-03-01,3,2,6,0,1,1,3.8,62,46
2011-03-01,3,2,7,0,1,1,4.0,63,107
2011-03-01,3,2,8,0,1,1,3.0,58,214
2011-03-01,3,2,9,0,1,1,2.2,56,124
2011-03-01,3,2,10,0,1,1,1.4,56,68
2011-03-01,3,2,11,0,1,1,0.7,57,56
2011-03-01,3,2,12,0,1,1,0.1,60,86
2011-03-01,3,2,13,0,1,1,0.5,56,78
2011-03-01,3,2,14,0,1,1,1.7,50,79
2011-03-01,3,2,15,0,1,1,3.1,45,64
2011-03-01,3,2,16,0,1,1,4.7,41,102
2011-03-01,3,2,17,0,1,1,6.2,38,242
2011-03-01,3,2,18,0,1,1,7.4,35,224
2011-03-01,3,2,19,0,1,1,8.2,35,119
2011-03-01,3,2,20,0,1,1,8.6,34,88
2011-03-01,3,2,21,0,1,1,8.6,33,63
2011-03-01,3,2,22,0,1,1,8.1,33,47
2011-03-01,3,2,23,0,1,1,6.9,39,25
2011-03-02,3,3,0,0,1,1,4.9,46,8
2011-03-02,3,3,1,0,1,1,3.5,53,4
2011-03-02,3,3,2,0,1,1,2.5,59,2
2011-03-02,3,3,3,0,1,1,1.8,64,4
2011-03-02,3,3,4,0,1,1,1.1,69,1
2011-03-02,3,3,5,0,1,1,0.6,73,5
2011-03-02,3,3,6,0,1,1,0.3,75,40
2011-03-02,3,3,7,0,1,1,0.1,78,110
2011-03-02,3,3,8,0,1,1,0.1,78,256
2011-03-02,3,3,9,0,1,1,0.2,76,148
2011-03-02,3,3,10,0,1,1,0.5,74,76
2011-03-02,3,3,11,0,1,1,0.6,71,73
2011-03-02,3,3,12,0,1,1,0.7,69,82
2011-03-02,3,3,13,0,1,1,2.2,67,125
2011-03-02,3,3,14,0,1,1,4.8,56,96
2011-03-02,3,3,15,0,1,1,7.4,50,110
2011-03-02,3,3,16,0,1,1,9.9,44,139
2011-03-02,3,3,17,0,1,1,12.1,40,268
2011-03-02,3,3,18,0,1,1,13.9,35,201
2011-03-02,3,3,19,0,1,1,15.5,33,150
2011-03-02,3,3,20,0,1,1,16.0,31,95
2011-03-02,3,3,21,0,1,1,15.4,32,71
2011-03-02,3,3,22,0,1,1,13.7,36,48
2011-03-02,3,3,23,0,1,1,11.3,37,22
2011-03-03,3,4,0,0,1,1,9.2,37,13
2011-03-03,3,4,1,0,1,1,7.2,36,1
2011-03-03,3,4,2,0,1,1,5.3,32,3
2011-03-03,3,4,3,0,1,1,3.5,27,1
2011-03-03,3,4,4,0,1,1,1.9,26,1
2011-03-03,3,4,5,0,1,1,0.5,26,8
2011-03-03,3,4,6,0,1,1,-0.5,29,35
2011-03-03,3,4,7,0,1,1,-0.4,32,111
2011-03-03,3,4,8,0,1,1,-1.2,36,220
2011-03-03,3,4,9,0,1,1,-1.9,39,145
2011-03-03,3,4,10,0,1,1,-2.4,42,56
2011-03-03,3,4,11,0,1,1,-2.8,44,50
2011-03-03,3,4,12,0,1,1,-3.0,47,72
2011-03-03,3,4,13,0,1,1,-2.3,43,80
2011-03-03,3,4,14,0,1,1,-1.2,40,78
2011-03-03,3,4,15,0,1,1,0.0,37,68
2011-03-03,3,4,16,0,1,1,1.3,35,71
2011-03-03,3,4,17,0,1,1,2.4,34,202
2011-03-03,3,4,18,0,1,1,3.3,33,167
2011-03-03,3,4,19,0,1,1,3.3,34,106
2011-03-03,3,4,20,0,1,1,3.6,34,70
2011-03-03,3,4,21,0,1,1,3.6,34,51
2011-03-03,3,4,22,0,1,1,3.0,33,53
2011-03-03,3,4,23,0,1,1,1.8,37,23
2011-03-04,3,5,0,0,1,1,0.7,42,12
2011-03-04,3,5,1,0,1,1,-0.1,46,4
2011-03-04,3,5,2,0,1,1,-0.6,50,2
2011-03-04,3,5,3,0,1,1,-1.2,57,1
2011-03-04,3,5,4,0,1,1,-1.4,60,1
2011-03-04,3,5,5,0,1,1,-1.4,62,7
2011-03-04,3,5,6,0,1,1,-1.3,66,29
2011-03-04,3,5,7,0,1,1,-1.1,70,83
2011-03-04,3,5,8,0,1,1,-1.1,74,228
2011-03-04,3,5,9,0,1,1,-1.2,77,150
2011-03-04,3,5,10,0,1,1,-1.2,78,66
2011-03-04,3,5,11,0,1,1,-1.2,78,89
2011-03-04,3,5,12,0,1,1,-1.3,79,97
2011-03-04,3,5,13,0,1,1,-0.0,72,87
2011-03-04,3,5,14,0,1,1,1.7,64,95
2011-03-04,3,5,15,0,1,1,3.4,59,106
2011-03-04,3,5,16,0,1,1,5.0,55,118
2011-03-04,3,5,17,0,1,1,6.2,52,228
2011-03-04,3,5,18,0,1,1,7.4,51,187
2011-03-04,3,5,19,0,1,1,8.4,46,107
2011-03-04,3,5,20,0,1,1,8.8,47,87
2011-03-04,3,5,21,0,1,1,8.7,50,70
2011-03-04,3,5,22,0,1,1,7.8,55,44
2011-03-04,3,5,23,0,1,1,6.2,62,46
2011-03-05,3,6,0,0,1,1,5.0,70,19
2011-03-05,3,6,1,0,1,1,4.4,76,25
2011-03-05,3,6,2,0,1,1,4.1,80,20
2011-03-05,3,6,3,0,1,1,3.8,84,2
2011-03-05,3,6,4,0,1,1,3.6,88,1
2011-03-05,3,6,5,0,1,1,3.6,90,3
2011-03-05,3,6,6,0,1,1,3.6,91,4
2011-03-05,3,6,7,0,1,1,3.8,91,15
2011-03-05,3,6,8,0,1,1,4.1,91,45
2011-03-05,3,6,9,0,1,1,4.1,93,63
2011-03-05,3,6,10,0,1,1,4.0,95,103
2011-03-05,3,6,11,0,1,1,4.2,96,159
2011-03-05,3,6,12,0,1,1,4.5,97,167
2011-03-05,3,6,13,0,1,1,6.3,93,190
2011-03-05,3,6,14,0,1,1,8.7,84,198
2011-03-05,3,6,15,0,1,1,11.1,75,205
2011-03-05,3,6,16,0,1,1,13.5,67,204
2011-03-05,3,6,17,0,1,1,15.3,61,164
2011-03-05,3,6,18,0,1,1,16.6,53,152
2011-03-05,3,6,19,0,1,1,17.2,53,89
2011-03-05,3,6,20,0,1,1,17.2,51,70
2011-03-05,3,6,21,0,1,1,16.5,54,72
2011-03-05,3,6,22,0,1,1,15.4,59,63
2011-03-05,3,6,23,0,1,1,13.7,67,44
2011-03-06,3,7,0,0,1,1,12.5,73,52
2011-03-06,3,7,1,0,1,1,12.2,76,39
2011-03-06,3,7,2,0,1,1,12.2,77,32
2011-03-06,3,7,3,0,1,1,12.2,77,11
2011-03-06,3,7,4,0,1,1,12.1,79,3
2011-03-06,3,7,5,0,1,1,11.9,80,3
2011-03-06,3,7,6,0,1,1,11.8,81,2
2011-03-06,3,7,7,0,1,1,12.5,78,5
2011-03-06,3,7,8,0,1,1,12.7,77,9
2011-03-06,3,7,9,0,1,2,12.6,78,22
2011-03-06,3,7,10,0,1,2,12.3,81,31
2011-03-06,3,7,11,0,1,2,11.5,88,62
2011-03-06,3,7,12,0,1,3,11.2,92,79
2011-03-06,3,7,13,0,1,3,11.4,93,105
2011-03-06,3,7,14,0,1,2,11.9,95,39
2011-03-06,3,7,15,0,1,2,12.5,96,7
2011-03-06,3,7,16,0,1,2,13.0,96,11
2011-03-06,3,7,17,0,1,2,13.6,96,25
2011-03-06,3,7,18,0,1,3,13.7,98,23
2011-03-06,3,7,19,0,1,3,13.5,97,11
2011-03-06,3,7,20,0,1,3,13.1,97,11
2011-03-06,3,7,21,0,1,3,12.5,98,7
2011-03-06,3,7,22,0,1,3,11.8,100,10
2011-03-06,3,7,23,0,1,3,9.7,100,9
2011-03-07,3,1,0,0,1,3,5.9,93,4
2011-03-07,3,1,1,0,1,2,3.6,94,2
2011-03-07,3,1,2,0,1,1,3.0,89,2
2011-03-07,3,1,3,0,1,1,2.7,86,1
2011-03-07,3,1,4,0,1,4,2.0,89,1
2011-03-07,3,1,5,0,1,4,1.3,94,1
2011-03-07,3,1,6,0,1,4,1.2,89,34
2011-03-07,3,1,7,0,1,4,1.2,88,91
2011-03-07,3,1,8,0,1,4,0.9,79,211
2011-03-07,3,1,9,0,1,4,0.8,73,134
2011-03-07,3,1,10,0,1,4,0.6,70,58
2011-03-07,3,1,11,0,1,1,0.5,66,60
2011-03-07,3,1,12,0,1,1,0.4,64,96
2011-03-07,3,1,13,0,1,1,1.2,58,70
2011-03-07,3,1,14,0,1,1,2.5,50,77
2011-03-07,3,1,15,0,1,1,4.1,45,96
2011-03-07,3,1,16,0,1,1,5.7,42,122
2011-03-07,3,1,17,0,1,1,7.3,39,233
2011-03-07,3,1,18,0,1,1,8.6,36,233
2011-03-07,3,1,19,0,1,1,9.2,35,145
2011-03-07,3,1,20,0,1,1,9.5,32,92
2011-03-07,3,1,21,0,1,1,9.4,31,54
2011-03-07,3,1,22,0,1,1,8.6,32,35
2011-03-07,3,1,23,0,1,1,7.0,36,22
2011-03-08,3,2,0,0,1,1,5.2,42,10
2011-03-08,3,2,1,0,1,1,3.8,50,4
2011-03-08,3,2,2,0,1,1,2.7,60,1
2011-03-08,3,2,3,0,1,1,2.0,65,7
2011-03-08,3,2,4,0,1,1,1.1,69,2
2011-03-08,3,2,5,0,1,1,0.5,71,10
2011-03-08,3,2,6,0,1,1,-0.0,73,45
2011-03-08,3,2,7,0,1,1,-0.1,71,128
2011-03-08,3,2,8,0,1,1,-0.4,71,257
2011-03-08,3,2,9,0,1,1,-1.0,75,151
2011-03-08,3,2,10,0,1,1,-1.9,79,71
2011-03-08,3,2,11,0,1,1,-2.6,82,78
2011-03-08,3,2,12,0,1,1,-2.6,82,99
2011-03-08,3,2,13,0,1,1,1.1,68,98
2011-03-08,3,2,14,0,1,1,3.3,53,72
2011-03-08,3,2,15,0,1,1,5.1,45,112
2011-03-08,3,2,16,0,1,1,6.9,39,108
2011-03-08,3,2,17,0,1,1,8.2,35,248
2011-03-08,3,2,18,0,1,1,9.0,33,235
2011-03-08,3,2,19,0,1,1,9.7,31,150
2011-03-08,3,2,20,0,1,1,9.5,31,76
2011-03-08,3,2,21,0,1,1,9.1,32,75
2011-03-08,3,2,22,0,1,1,8.2,34,55
2011-03-08,3,2,23,0,1,1,6.6,40,41
2011-03-09,3,3,0,0,1,1,5.0,47,9
2011-03-09,3,3,1,0,1,1,3.5,54,4
2011-03-09,3,3,2,0,1,1,2.3,61,2
2011-03-09,3,3,3,0,1,1,1.5,69,3
2011-03-09,3,3,4,0,1,1,0.8,79,2
2011-03-09,3,3,5,0,1,1,0.2,86,8
2011-03-09,3,3,6,0,1,1,0.1,89,49
2011-03-09,3,3,7,0,1,1,0.4,88,141
2011-03-09,3,3,8,0,1,1,0.2,89,249
2011-03-09,3,3,9,0,1,1,0.6,89,141
2011-03-09,3,3,10,0,1,1,1.1,90,57
2011-03-09,3,3,11,0,1,1,1.4,92,59
2011-03-09,3,3,12,0,1,1,2.0,92,98
2011-03-09,3,3,13,0,1,1,3.1,90,99
2011-03-09,3,3,14,0,1,1,4.3,86,71
2011-03-09,3,3,15,0,1,1,5.2,82,79
2011-03-09,3,3,16,0,1,1,5.8,80,112
2011-03-09,3,3,17,0,1,1,6.9,77,194
2011-03-09,3,3,18,0,1,1,7.9,73,188
2011-03-09,3,3,19,0,1,1,8.3,73,134
2011-03-09,3,3,20,0,1,1,8.8,72,91
2011-03-09,3,3,21,0,1,1,8.8,73,62
2011-03-09,3,3,22,0,1,1,8.6,75,21
2011-03-09,3,3,23,0,1,1,7.9,79,18
2011-03-10,3,4,0,0,1,1,7.6,81,3
2011-03-10,3,4,1,0,1,2,7.4,84,2
2011-03-10,3,4,2,0,1,2,7.3,87,1
2011-03-10,3,4,3,0,1,2,7.4,88,1
2011-03-10,3,4,4,0,1,2,7.7,89,1
2011-03-10,3,4,5,0,1,2,8.0,90,3
2011-03-10,3,4,6,0,1,2,8.4,92,12
2011-03-10,3,4,7,0,1,2,8.5,95,37
2011-03-10,3,4,8,0,1,3,9.0,95,44
2011-03-10,3,4,9,0,1,3,9.5,95,24
2011-03-10,3,4,10,0,1,3,9.8,95,17
2011-03-10,3,4,11,0,1,3,10.0,95,11
2011-03-10,3,4,12,0,1,3,10.2,94,34
2011-03-10,3,4,13,0,1,3,10.5,94,12
2011-03-10,3,4,14,0,1,3,10.7,94,12
2011-03-10,3,4,15,0,1,3,11.1,95,14
2011-03-10,3,4,16,0,1,2,11.4,96,21
2011-03-10,3,4,17,0,1,3,12.1,97,111
2011-03-10,3,4,18,0,1,2,12.7,96,82
2011-03-10,3,4,19,0,1,2,12.7,97,56
2011-03-10,3,4,20,0,1,2,12.7,98,38
2011-03-10,3,4,21,0,1,3,12.5,98,28
2011-03-10,3,4,22,0,1,3,12.5,99,34
2011-03-10,3,4,23,0,1,3,12.4,99,27
2011-03-11,3,5,0,0,1,3,12.8,99,6
2011-03-11,3,5,1,0,1,3,13.3,99,8
2011-03-11,3,5,2,0,1,3,13.6,98,5
2011-03-11,3,5,3,0,1,3,12.4,93,2
2011-03-11,3,5,4,0,1,2,11.1,91,2
2011-03-11,3,5,5,0,1,2,9.4,94,7
2011-03-11,3,5,6,0,1,1,7.7,86,32
2011-03-11,3,5,7,0,1,1,7.1,90,114
2011-03-11,3,5,8,0,1,1,7.1,90,259
2011-03-11,3,5,9,0,1,1,7.1,89,156
2011-03-11,3,5,10,0,1,1,6.6,86,78
2011-03-11,3,5,11,0,1,1,6.0,82,81
2011-03-11,3,5,12,0,1,1,5.2,80,111
2011-03-11,3,5,13,0,1,1,5.5,73,107
2011-03-11,3,5,14,0,1,1,6.3,63,89
2011-03-11,3,5,15,0,1,1,7.2,57,85
2011-03-11,3,5,16,0,1,1,9.1,50,113
2011-03-11,3,5,17,0,1,1,10.9,43,223
2011-03-11,3,5,18,0,1,1,11.7,39,153
2011-03-11,3,5,19,0,1,1,10.2,43,118
2011-03-11,3,5,20,0,1,1,10.6,40,76
2011-03-11,3,5,21,0,1,1,10.4,39,53
2011-03-11,3,5,22,0,1,1,9.7,41,64
2011-03-11,3,5,23,0,1,1,8.5,43,37
2011-03-12,3,6,0,0,1,1,7.3,47,34
2011-03-12,3,6,1,0,1,1,6.3,51,18
2011-03-12,3,6,2,0,1,1,5.5,54,14
2011-03-12,3,6,3,0,1,1,5.2,56,7
2011-03-12,3,6,4,0,1,1,4.5,59,1
2011-03-12,3,6,5,0,1,1,4.0,62,2
2011-03-12,3,6,6,0,1,1,3.0,68,4
2011-03-12,3,6,7,0,1,1,2.6,70,23
2011-03-12,3,6,8,0,1,1,2.2,72,53
2011-03-12,3,6,9,0,1,1,2.0,73,101
2011-03-12,3,6,10,0,1,1,1.7,74,99
2011-03-12,3,6,11,0,1,1,1.5,75,119
2011-03-12,3,6,12,0,1,1,1.4,78,158
2011-03-12,3,6,13,0,1,1,4.2,69,157
2011-03-12,3,6,14,0,1,1,7.1,58,166
2011-03-12,3,6,15,0,1,1,9.0,52,182
2011-03-12,3,6,16,0,1,1,10.5,48,244
2011-03-12,3,6,17,0,1,1,11.5,46,213
2011-03-12,3,6,18,0,1,1,13.0,44,145
2011-03-12,3,6,19,0,1,1,13.9,43,112
2011-03-12,3,6,20,0,1,1,15.1,41,86
2011-03-12,3,6,21,0,1,1,15.6,41,82
2011-03-12,3,6,22,0,1,1,15.3,44,63
2011-03-12,3,6,23,0,1,1,13.9,47,49
2011-03-13,3,7,0,0,1,1,12.7,51,38
2011-03-13,3,7,1,0,1,1,11.7,56,33
2011-03-13,3,7,2,0,1,1,10.7,61,33
2011-03-13,3,7,3,0,1,1,9.9,64,23
2011-03-13,3,7,4,0,1,1,9.3,67,13
2011-03-13,3,7,5,0,1,1,8.7,69,3
2011-03-13,3,7,6,0,1,1,8.0,73,2
2011-03-13,3,7,7,0,1,1,7.3,71,10
2011-03-13,3,7,8,0,1,1,6.7,70,34
2011-03-13,3,7,9,0,1,1,6.0,68,44
2011-03-13,3,7,10,0,1,1,5.2,71,122
2011-03-13,3,7,11,0,1,1,4.3,77,181
2011-03-13,3,7,12,0,1,1,3.7,83,194
2011-03-13,3,7,13,0,1,1,7.0,73,221
2011-03-13,3,7,14,0,1,1,9.7,60,250
2011-03-13,3,7,15,0,1,1,11.0,52,304
2011-03-13,3,7,16,0,1,1,12.0,46,256
2011-03-13,3,7,17,0,1,1,12.9,42,241
2011-03-13,3,7,18,0,1,1,13.1,43,147
2011-03-13,3,7,19,0,1,1,14.6,39,101
2011-03-13,3,7,20,0,1,1,14.7,39,77
2011-03-13,3,7,21,0,1,1,14.2,41,58
2011-03-13,3,7,22,0,1,1,13.0,45,37
2011-03-13,3,7,23,0,1,1,11.2,48,28
2011-03-14,3,1,0,0,1,1,9.4,51,11
2011-03-14,3,1,1,0,1,1,8.0,54,1
2011-03-14,3,1,2,0,1,1,6.9,56,1
2011-03-14,3,1,3,0,1,1,5.9,58,3
2011-03-14,3,1,4,0,1,1,5.0,61,3
2011-03-14,3,1,5,0,1,1,4.0,65,8
2011-03-14,3,1,6,0,1,1,2.9,71,28
2011-03-14,3,1,7,0,1,1,1.6,77,88
2011-03-14,3,1,8,0,1,1,1.2,79,241
2011-03-14,3,1,9,0,1,1,0.4,81,140
2011-03-14,3,1,10,0,1,1,-0.2,83,84
2011-03-14,3,1,11,0,1,1,-0.7,85,71
2011-03-14,3,1,12,0,1,1,-0.6,86,94
2011-03-14,3,1,13,0,1,1,3.1,72,75
2011-03-14,3,1,14,0,1,1,5.0,59,79
2011-03-14,3,1,15,0,1,1,6.5,50,101
2011-03-14,3,1,16,0,1,1,7.3,49,107
2011-03-14,3,1,17,0,1,1,8.3,46,271
2011-03-14,3,1,18,0,1,1,9.3,42,235
2011-03-14,3,1,19,0,1,1,10.4,39,150
2011-03-14,3,1,20,0,1,1,10.8,38,129
2011-03-14,3,1,21,0,1,1,10.5,38,63
2011-03-14,3,1,22,0,1,1,10.1,39,47
2011-03-14,3,1,23,0,1,1,8.9,46,19
2011-03-15,3,2,0,0,1,1,7.1,55,14
2011-03-15,3,2,1,0,1,1,5.7,63,10
2011-03-15,3,2,2,0,1,1,5.2,67,3
2011-03-15,3,2,3,0,1,1,4.4,72,3
2011-03-15,3,2,4,0,1,1,3.8,77,2
2011-03-15,3,2,5,0,1,1,4.7,69,11
2011-03-15,3,2,6,0,1,1,4.7,70,35
2011-03-15,3,2,7,0,1,1,0.8,86,119
2011-03-15,3,2,8,0,1,1,0.3,89,282
2011-03-15,3,2,9,0,1,1,0.1,89,157
2011-03-15,3,2,10,0,1,1,-0.3,91,78
2011-03-15,3,2,11,0,1,1,-0.6,92,78
2011-03-15,3,2,12,0,1,1,-0.4,93,102
2011-03-15,3,2,13,0,1,1,3.7,82,97
2011-03-15,3,2,14,0,1,1,5.8,72,88
2011-03-15,3,2,15,0,1,1,7.4,63,90
2011-03-15,3,2,16,0,1,1,8.8,55,114
2011-03-15,3,2,17,0,1,1,9.6,52,217
2011-03-15,3,2,18,0,1,1,10.4,50,225
2011-03-15,3,2,19,0,1,1,10.4,49,152
2011-03-15,3,2,20,0,1,1,9.9,51,88
2011-03-15,3,2,21,0,1,1,9.5,55,55
2011-03-15,3,2,22,0,1,2,8.4,69,21
2011-03-15,3,2,23,0,1,2,7.4,76,18
2011-03-16,3,3,0,0,1,1,6.8,80,8
2011-03-16,3,3,1,0,1,1,6.3,83,3
2011-03-16,3,3,2,0,1,2,6.2,84,3
2011-03-16,3,3,3,0,1,2,5.8,91,3
2011-03-16,3,3,4,0,1,2,5.8,93,1
2011-03-16,3,3,5,0,1,2,5.8,95,3
2011-03-16,3,3,6,0,1,2,5.9,96,31
2011-03-16,3,3,7,0,1,2,5.6,97,111
2011-03-16,3,3,8,0,1,2,5.6,97,253
2011-03-16,3,3,9,0,1,2,5.5,98,154
2011-03-16,3,3,10,0,1,2,5.5,98,68
2011-03-16,3,3,11,0,1,1,5.5,97,75
2011-03-16,3,3,12,0,1,1,5.7,97,88
2011-03-16,3,3,13,0,1,1,6.6,95,99
2011-03-16,3,3,14,0,1,1,8.2,89,100
2011-03-16,3,3,15,0,1,1,9.5,84,101
2011-03-16,3,3,16,0,1,1,10.8,76,151
2011-03-16,3,3,17,0,1,1,11.8,69,253
2011-03-16,3,3,18,0,1,1,12.9,63,237
2011-03-16,3,3,19,0,1,1,13.8,56,168
2011-03-16,3,3,20,0,1,1,14.1,52,121
2011-03-16,3,3,21,0,1,1,13.5,55,78
2011-03-16,3,3,22,0,1,1,13.0,58,59
2011-03-16,3,3,23,0,1,1,12.0,62,27
2011-03-17,3,4,0,0,1,1,11.0,66,23
2011-03-17,3,4,1,0,1,1,10.4,69,12
2011-03-17,3,4,2,0,1,1,10.2,69,8
2011-03-17,3,4,3,0,1,1,9.7,69,2
2011-03-17,3,4,4,0,1,1,9.1,71,3
2011-03-17,3,4,5,0,1,1,8.3,75,13
2011-03-17,3,4,6,0,1,1,7.6,79,51
2011-03-17,3,4,7,0,1,1,7.7,83,140
2011-03-17,3,4,8,0,1,1,6.8,87,299
2011-03-17,3,4,9,0,1,1,6.0,90,185
2011-03-17,3,4,10,0,1,1,5.2,93,78
2011-03-17,3,4,11,0,1,1,4.4,94,86
2011-03-17,3,4,12,0,1,1,4.4,94,105
2011-03-17,3,4,13,0,1,1,7.3,83,111
2011-03-17,3,4,14,0,1,1,9.4,73,119
2011-03-17,3,4,15,0,1,1,11.6,66,125
2011-03-17,3,4,16,0,1,1,13.8,58,142
2011-03-17,3,4,17,0,1,1,15.4,52,313
2011-03-17,3,4,18,0,1,1,16.6,47,310
2011-03-17,3,4,19,0,1,1,17.4,46,207
2011-03-17,3,4,20,0,1,1,17.8,45,137
2011-03-17,3,4,21,0,1,1,17.8,44,138
2011-03-17,3,4,22,0,1,1,17.0,46,87
2011-03-17,3,4,23,0,1,1,15.0,53,50
2011-03-18,3,5,0,0,1,1,13.2,58,29
2011-03-18,3,5,1,0,1,1,12.1,61,16
2011-03-18,3,5,2,0,1,1,11.4,62,14
2011-03-18,3,5,3,0,1,1,10.8,64,5
2011-03-18,3,5,4,0,1,1,10.4,66,5
2011-03-18,3,5,5,0,1,1,10.4,66,10
2011-03-18,3,5,6,0,1,1,10.3,66,36
2011-03-18,3,5,7,0,1,1,10.5,62,123
2011-03-18,3,5,8,0,1,1,10.4,64,280
2011-03-18,3,5,9,0,1,1,10.1,66,210
2011-03-18,3,5,10,0,1,1,9.9,69,117
2011-03-18,3,5,11,0,1,1,9.5,72,159
2011-03-18,3,5,12,0,1,1,9.7,75,195
2011-03-18,3,5,13,0,1,1,12.0,71,175
2011-03-18,3,5,14,0,1,1,15.3,63,174
2011-03-18,3,5,15,0,1,1,18.5,58,173
2011-03-18,3,5,16,0,1,1,21.2,56,204
2011-03-18,3,5,17,0,1,1,23.1,54,332
2011-03-18,3,5,18,0,1,1,23.9,51,331
2011-03-18,3,5,19,0,1,1,25.0,45,190
2011-03-18,3,5,20,0,1,1,25.2,45,149
2011-03-18,3,5,21,0,1,1,24.8,47,113
2011-03-18,3,5,22,0,1,1,23.8,51,118
2011-03-18,3,5,23,0,1,1,21.6,58,86
2011-03-19,3,6,0,0,1,1,19.4,64,76
2011-03-19,3,6,1,0,1,1,18.5,66,51
2011-03-19,3,6,2,0,1,1,17.9,69,25
2011-03-19,3,6,3,0,1,1,17.2,74,8
2011-03-19,3,6,4,0,1,1,16.6,77,3
2011-03-19,3,6,5,0,1,1,15.9,61,2
2011-03-19,3,6,6,0,1,1,14.7,48,10
2011-03-19,3,6,7,0,1,1,16.3,48,13
2011-03-19,3,6,8,0,1,1,15.0,45,48
2011-03-19,3,6,9,0,1,1,13.8,46,76
2011-03-19,3,6,10,0,1,1,12.3,50,140
2011-03-19,3,6,11,0,1,1,10.9,54,196
2011-03-19,3,6,12,0,1,1,10.0,57,267
2011-03-19,3,6,13,0,1,1,9.9,54,301
2011-03-19,3,6,14,0,1,1,10.5,50,312
2011-03-19,3,6,15,0,1,1,11.5,46,313
2011-03-19,3,6,16,0,1,1,12.5,43,304
2011-03-19,3,6,17,0,1,1,13.5,41,278
2011-03-19,3,6,18,0,1,1,14.3,39,217
2011-03-19,3,6,19,0,1,1,15.4,38,154
2011-03-19,3,6,20,0,1,1,15.6,36,108
2011-03-19,3,6,21,0,1,1,15.5,34,93
2011-03-19,3,6,22,0,1,1,14.8,35,72
2011-03-19,3,6,23,0,1,1,13.4,38,50
2011-03-20,3,7,0,0,1,1,11.8,42,40
2011-03-20,3,7,1,0,1,1,10.5,45,24
